freq,plants,operator,nrg_bal,siec,unit,Alpha_2_code,EU?,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
A,HEAT,TOTAL,NHP,X9900H,TJ,BG,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1742000,2283000,2992000,2235000,1992000,1645000,1648000,1927000,1844262,1818090,2216549,2425900
A,HEAT,TOTAL,NHP,X9900H,TJ,CY,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,CZ,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,5000,20000,20000,19000,5000,0.000 ,89000,124000,134000,204000,216000,163000,173000,150639,322302,230528,53336
A,HEAT,TOTAL,NHP,X9900H,TJ,DE,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,DK,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,EA19,FALSE,2368000,2437000,3384000,1586000,879000,1431000,2162000,2208000,2619000,2227000,5294000,5301000,5760000,6097000,5272000,5564603,5438661,6062799,6839230,5450104,5255162,6481362,6699461,6420478,7835219,14287752,15683234,17829938,16895260,17745135,18064999
A,HEAT,TOTAL,NHP,X9900H,TJ,EE,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,EL,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,ES,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,EU27_2020,FALSE,2368000,2437000,3384000,1586000,879000,1431000,2162000,2208000,2619000,2227000,5294000,5301000,5760000,6097000,5277000,5584603,5458661,6081799,6844230,7192104,7627162,9597362,9068461,8616478,9696219,16098752,17783234,19824839,19035652,20192212,20544235
A,HEAT,TOTAL,NHP,X9900H,TJ,FI,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,2468000,2362000,2724000,2825000,2987000,3173000,2809000,2582000,3631000,2306000,2121000,2043000,2339000,2756000,2816000,2706000,3719000,3910000,3727000,3812000,3536000
A,HEAT,TOTAL,NHP,X9900H,TJ,FR,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,GE,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,HR,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,HU,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,IE,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,IS,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,IT,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,LI,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,LT,TRUE,2368000,2437000,3384000,1586000,879000,1431000,2162000,2208000,2619000,2227000,2636000,2789000,2864000,3100000,2127000,2359000,2472000,3326000,3052000,2999000,2979000,4339000,4261000,3565000,4924000,3555000,3295000,5552000,5029000,4810000,1872000
A,HEAT,TOTAL,NHP,X9900H,TJ,LU,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,LV,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,MD,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,ME,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,MK,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,MT,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,NL,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,7921039,8559287,8279082,8045842,9032400,12585533
A,HEAT,TOTAL,NHP,X9900H,TJ,NO,FALSE,776000,612000,612000,533000,709000,776000,839000,797000,642000,852000,697000,1036000,970000,512000,852000,1048000,939000,1342000,1399000,769000,1375000,633000,327000,2771000,3415000,3644000,3360000,3535000,3648000,3581000,3154000
A,HEAT,TOTAL,NHP,X9900H,TJ,PL,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,PT,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,RO,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,RS,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,SE,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,SI,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,SK,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,TR,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,UA,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,10262000,7465000,5338000,7339000,4591000,6593500,6826900,0.000 
A,HEAT,TOTAL,NHP,X9900H,TJ,UK,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,: 
A,HEAT,TOTAL,NHP,X9900H,TJ,XK,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_AUTO,GEP,CF,GWH,AL,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_AUTO,GEP,CF,GWH,AT,TRUE,4495000,5509000,5773000,4926000,5677000,5962000,6297000,6585000,6554000,6618000,6340000,6513000,6673000,6587000,6820000,7079063,7311530,7732341,7783320,7300492,8481589,8565892,8023699,7551711,7120075,7340445,7336792,7720109,7499656,7418947,7371007
A,TOTAL,PRR_AUTO,GEP,CF,GWH,BA,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,380000,437000,394000,441000,438000,412000,347000
A,TOTAL,PRR_AUTO,GEP,CF,GWH,BE,TRUE,2745000,2691000,2819000,2715000,2820000,2873000,2850000,2380000,2611000,2566000,1706000,1506000,1188000,1226000,1474000,1509800,1538200,1972900,2880600,4022800,5321400,5620700,6170600,6200800,6480400,6505000,6842300,7620200,7744600,9158600,9385300
A,TOTAL,PRR_AUTO,GEP,CF,GWH,BG,TRUE,3882000,2995000,3708000,3122000,2917000,2824000,2820000,2350000,2229000,2132000,1846000,1714000,1631000,2108000,1726000,1653000,1768000,1834000,871000,189000,228000,124000,255000,252000,239000,365000,457000,653607,685517,690306,701758
A,TOTAL,PRR_AUTO,GEP,CF,GWH,CY,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,8000,25000,28000,33000,83000,80000,76000,74000,66000,58000,58000,58000,44000,46000,46880,50781,51345,52225
A,TOTAL,PRR_AUTO,GEP,CF,GWH,CZ,TRUE,7277000,6826000,6835000,6474000,6241000,6159000,7161000,7458000,7679000,7515000,10083000,9635000,9215000,9091000,9334000,9569000,9752000,8700000,9131000,8275000,7569000,7301000,7370000,7988000,8498000,8636000,8776000,8422672,8191239,8065000,8332835
A,TOTAL,PRR_AUTO,GEP,CF,GWH,DE,TRUE,80767000,77259000,72866000,69538000,67923000,70093000,61203000,59680000,57152000,51928000,48910000,48239000,39600000,46500000,46534000,47312000,47703000,51178000,47551000,44175000,50945000,48726000,42486000,43465000,43874000,48833000,53397000,55489000,53785000,52318000,50652000
A,TOTAL,PRR_AUTO,GEP,CF,GWH,DK,TRUE,581000,630000,743000,804000,986000,1213000,1671000,1881000,2197000,2663000,2790000,2643000,2654000,2746000,2727000,2876000,2586000,2359000,2294000,2097000,2277556,2145974,1942836,1909583,2006731,2189065,2034009,2079337,2144183,2238955,2237880
A,TOTAL,PRR_AUTO,GEP,CF,GWH,EA19,FALSE,160530000,159355000,157180000,156031000,162883000,169882000,170091000,187857000,196442000,197827000,132302849,134223399,130356809,157026871,159992598,165069674,167633309,175410041,175469541,167033808,184262478,186847595,174015091,170908507,160639470,172371977,175703653,184843017,191865608,194259158,188472367
A,TOTAL,PRR_AUTO,GEP,CF,GWH,EE,TRUE,154000,136000,70000,39000,127000,161000,171000,155000,165000,89000,128300,151000,234000,208000,149000,148000,133000,132000,112150,95000,106000,105000,97000,86000,42000,175916,245306,163854,122530,91132,176955
A,TOTAL,PRR_AUTO,GEP,CF,GWH,EL,TRUE,875000,934000,928000,846000,820000,875000,896000,969000,908000,925000,1014000,913000,1032000,1028000,985000,1086000,1030000,898000,1311000,1958000,2492000,2553000,2351000,1885000,1792000,2340000,1947000,1933109,2215018,2480251,2712471
A,TOTAL,PRR_AUTO,GEP,CF,GWH,ES,TRUE,3147000,2851000,3584000,4226000,7761000,9899000,13819000,19915000,23138000,28875000,27607000,28910000,32495000,32946000,34768000,34833000,34027000,33394000,36962000,37137000,37722000,39750000,40752000,37845000,31006000,32473000,33088000,35415000,36389000,37059000,34190000
A,TOTAL,PRR_AUTO,GEP,CF,GWH,EU27_2020,FALSE,187389000,182098000,182925000,181602000,188207000,195045000,196742000,214255000,222182000,223407000,160653849,162469399,158955809,186480871,189877598,195171674,198483309,205602041,204490541,192848808,212065034,214486569,203079927,202508090,191816201,205886042,210321662,221500213,231580785,235615438,231072207
A,TOTAL,PRR_AUTO,GEP,CF,GWH,FI,TRUE,8686000,8352000,8765000,9909000,10771000,10770000,10753000,11987000,13438000,12712000,10719000,10285000,10449000,10729000,10873000,9941000,11153000,11069000,10597000,8920000,10025000,9510000,8791000,8960000,8977000,8773000,8277000,8571000,9475000,9713000,8602000
A,TOTAL,PRR_AUTO,GEP,CF,GWH,FR,TRUE,21242000,21728000,19086000,19394000,18738000,18532000,19509000,21240000,22798000,19192000,14862000,16389000,16982000,17969000,18717000,20991000,21397000,21812000,18651000,12265000,11109000,13123625,12853000,12999398,12801243,13303850,12688877,12936222,16348479,17547963,16274509
A,TOTAL,PRR_AUTO,GEP,CF,GWH,GE,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_AUTO,GEP,CF,GWH,HR,TRUE,629000,521000,503000,581000,556000,627000,599000,536000,546000,542000,560000,504000,541000,582000,535000,506000,476000,513000,460000,400000,447000,512000,383000,327000,338000,310000,331000,414200,366700,369500,399200
A,TOTAL,PRR_AUTO,GEP,CF,GWH,HU,TRUE,973000,938000,976000,933000,822000,819000,884000,869000,514000,455000,498000,468000,401000,376000,404000,411000,356000,332000,381000,352000,425000,695000,508000,558000,544000,603000,720000,906000,982000,1056000,1017000
A,TOTAL,PRR_AUTO,GEP,CF,GWH,IE,TRUE,212000,202000,213000,222000,243000,257000,260000,290000,412000,381000,579000,579000,629000,634000,668000,629892,1590037,1822549,1878857,1832593,1946361,1963134,2126349,2056659,2071680,2157494,2198750,2191377,2152838,2084218,2100315
A,TOTAL,PRR_AUTO,GEP,CF,GWH,IS,FALSE,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_AUTO,GEP,CF,GWH,IT,TRUE,20524000,22255000,24299000,27222000,30550000,33273000,36371000,45368000,49971000,54848000,0.000 ,0.000 ,0.000 ,18145000,17687000,18437000,16973000,17855000,17340000,19000000,22423000,22183000,15025000,15124000,14749000,18209000,17687000,19149837,22113541,21694857,19658172
A,TOTAL,PRR_AUTO,GEP,CF,GWH,LI,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_AUTO,GEP,CF,GWH,LT,TRUE,111000,81000,55000,20000,12000,21000,21000,23000,22000,19000,17000,17000,21000,32000,165000,173000,168000,383000,213000,351000,302000,343000,560000,384000,493000,666000,618000,575900,415500,598000,609100
A,TOTAL,PRR_AUTO,GEP,CF,GWH,LU,TRUE,520000,579000,558000,564000,450000,346000,336000,257000,175000,179000,47549,66399,131809,145871,171598,174919,185542,153251,162614,180923,188128,177244,181443,185939,169072,163997,177029,165484,159023,149789,142319
A,TOTAL,PRR_AUTO,GEP,CF,GWH,LV,TRUE,109000,86000,72000,42000,32000,76000,90000,82000,69000,47000,34000,39000,46000,71000,80000,79000,75000,67000,61000,63000,68000,79000,176000,251000,246000,253000,207000,187724,185677,180011,172630
A,TOTAL,PRR_AUTO,GEP,CF,GWH,MD,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,36000,34000,32000,43000,70000,40000,42000,53000,57000,53000,46000
A,TOTAL,PRR_AUTO,GEP,CF,GWH,ME,FALSE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_AUTO,GEP,CF,GWH,MK,FALSE,115000,70000,70000,46000,22000,9000,36000,31000,46000,26000,12000,5000,6000,6000,5000,3000,1000,3000,3000,1000,2000,2000,2000,2000,1000,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
A,TOTAL,PRR_AUTO,GEP,CF,GWH,MT,TRUE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,5000,9000,6000,7000,7000,8307,9738,8956,6401,5893
A,TOTAL,PRR_AUTO,GEP,CF,GWH,NL,TRUE,11938000,12115000,13337000,12232000,12617000,11564000,12350000,12928000,13472000,13061000,13544000,13257000,13158000,13151000,13222000,14435000,15606000,17582000,20961000,20922000,23177000,23582000,23881000,22998000,20048000,20411275,20400292,21943830,22239613,22892799,25737224
A,TOTAL,PRR_AUTO,GEP,CF,GWH,NO,FALSE,184000,181000,206000,221000,395000,453000,554000,451000,466000,531000,446000,464000,468000,622000,727000,694000,838000,1124000,805000,4436000,2141000,2507000,2564000,2425000,2587000,2596000,2598000,2521000,2585687,2379368,1800929
A,TOTAL,PRR_AUTO,GEP,CF,GWH,PL,TRUE,8099000,7852000,8150000,8525000,8432000,8374000,8145000,8012000,7498000,7226000,7232000,7756000,7808000,7996000,7901000,7820000,7903000,7612000,6673000,6845000,7881000,8235000,8365000,8802000,8729000,9206000,10263000,11680980,14418337,16263007,16741051
A,TOTAL,PRR_AUTO,GEP,CF,GWH,PT,TRUE,1408000,1608000,1792000,2133000,2626000,3100000,3213000,3773000,3950000,4663000,4773000,4638000,5088000,5032000,5092000,5523000,5736000,6373000,6028000,6498000,7720000,8251000,8184000,8780000,8117000,7929000,7799000,7952468,7813786,7997961,7895186
A,TOTAL,PRR_AUTO,GEP,CF,GWH,RO,TRUE,2672000,0.000 ,1665000,1516000,1450000,1218000,1276000,1166000,1218000,1283000,1355000,1392000,1657000,1768000,2288000,2316000,2636000,2870000,2755000,2084000,2383000,2626000,3908000,5919000,5037000,6389000,6310000,6297400,6799201,5714512,6561116
A,TOTAL,PRR_AUTO,GEP,CF,GWH,RS,FALSE,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,188000,138000,138000,246000,160000,286000,230000,171000,202000,289000,318000,453000,526346,542808,470103,473826
A,TOTAL,PRR_AUTO,GEP,CF,GWH,SE,TRUE,2746000,2981000,3165000,3616000,3920000,3929000,4095000,4126000,3859000,3764000,3987000,4134000,4692000,4787000,4970000,4951000,5373000,5972000,6456000,5573000,6592000,6000000,6333000,5844000,5785000,5816000,5727000,6203000,6128000,6959000,6609000
A,TOTAL,PRR_AUTO,GEP,CF,GWH,SI,TRUE,1004000,600000,466000,411000,369000,417000,365000,421000,353000,363000,450000,424000,325000,330000,370000,364000,317000,302000,279000,300000,293000,248000,251000,247000,271000,268000,267000,266285,254610,260884,273061
A,TOTAL,PRR_AUTO,GEP,CF,GWH,SK,TRUE,2593000,2369000,2497000,1592000,1347000,1663000,1587000,1804000,1254000,1361000,1572000,2297000,2305000,2285000,2192000,2326000,2657000,2601000,2618000,1937000,1869000,1996000,2039000,1825000,2317000,2519000,2473000,2505000,2892000,2556000,2462000
